fldCustId|fldUserId|fldCustomerName|fldCustomerFlag|fldPasswordEncrMethod|fldPasswordEncrKey|fldAllowRegisterUs|fldIsEmpIdMandatory|fldDefURL|fldDefaultLanguageId|LogOutSetting|LogOutURL|fldisuse3customer|fldmaxstudentlimit|fldallowautomatedreports|fldallowadminssl|fldtimezoneid|Obselete_fldAllowStudentToEditProfile|Obselete_fldAllowStudentToChangeLanguage|fldDisplayEmployeeIDas|Obselete_fldAllowStudentToChangePassword|Obselete_fldAllowStudentToChangeEmailID|Obselete_fldAllowStudentToChangeEmpID|charAllowInheritance|charPrimaryKeyIdentifier|strLftpLocation|strUsername|strPassword|charAutomaticReminder_OLD|charUserPastDueMandatory_OLD|charUserPastDueOptional_OLD|charManagerPastDueMandatory_OLD|charManagerPastDueOptional_OLD|charManagerIncompleteMandatory_OLD|charManagerIncompleteOptional_OLD|charUserIncompleteMandatoryTraining_OLD|charUserIncompleteOptionalTraining_OLD|charRecurrenceType_OLD|intStartTimeHour_OLD|intStartTimeMinute_OLD|charStartTimeAMPM_OLD|dtmStartDate_OLD|fldsupportEmailId|fldsupportOption|charMyReport|intmaxcourses|fldAllowDomain|fldAllowLDAP|IntLogRetentionPeriod|CharUserEmailLog|fldPasswordMethod|fldSelfRegStudPass|fldAutoResetonFailure|fldHandleFailedCourses|Obsolete_intMinPasswordLength|Obsolete_chrIsPasswordUniquenessRequired|Obselete_CharManagerPermission|charIsEmailIdMandatory|charIsUserLoginWithEmailId|charIsUserLoginWithEmployeeId|charEcommerce|charSelfRegEmailVerification|fldAllowRegDivDepSelection|Obselete_charAllowUserToChangeHireDate|charCertificationCourseUnEnrollmentSetting|strTheme|strCustomName|bitDisplayForgotPasswordLink|bitDisplayLanguageSelector|Obselete_charAllowUserToChangeCompanyOrEmployer|Obselete_charAlloUserToChangeTimeZone|intFindUsersLimit|bitILT|bitIncludeiCalendarILT_OLD|bitIncludeiCalendarWBT_OLD|intILTSessionsLimit|SharedKey|bitRequireUserToAgreeTermsService|intEditionID|intAuthorCount|intManagerCount|intOrgAdminCount|intPasswordAdminCount|dtCreatedOn|strARBSubscriptionID|dtSubscriptionStartDate|strAccountGUID|bitDisplayPortalCalendarLink|bitDisplayLearnerCalendarlink|bitCertification|bitEnableCustomField|Obselete_charAllowStudentSCORMFootPrint|bitAllowManagerToChangeUserTranscript|bitPreserveCertificate|bitSendCertificateInPDF_OLD|bitEnableEmailNotifications_OLD|intInactivateUserGracePeriod|bitInactivateUser|bitEnrollMeInCourseDefaultFlag|bitIsEnableVolumeDiscount|strDefaultPage|bitIsFooterEnabled|intMinThreshold|intMaxThreshold|Obsolete_bitPasswordIncludeUpperCase|Obsolete_bitPasswordIncludeNumeric|Obsolete_bitPasswordIncludeSpecialChar|bitEnableAccountLockOutPolicy|intAccountLockoutFailedAttemptThreshold|bitEnableAccountUnLockPolicy|intAccountUnLockAfterMinutes|Obsolete_bitEnablePasswordExpirationPolicy|Obsolete_intPasswordValidForDays|strOldPasswordEncrMethod|bitIsBrandingEnabled|charCreatedByMethod|strEmailRelayOption|bitSwitchToNewLC|charAccountType|bitIsEAEIntegration|charEAEReportType|bitIsAppIntegration|bitSAMLVerificationEnable|bitShowCompletedCourses|bitIsUserMustChangePassword|bitIsSkipLearnerDashboard|bitIsZoltarEnable|sys_ROWVERSION|strCreatedByClient
1404|568634|zzSHA23|P|SHA2|NULL|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|zzSHA23|1|0|N|Y|NULL|0|1|1|-1|H/WPS8WbfPs88MrCJgiRQjtmq6vAwDNnydLxT4uBHuI=|0|1|NULL|NULL|NULL|NULL|2015-08-05 04:48:45.380|NULL|NULL|ED87B7AD-3939-4EF3-B18D-FD14799CDD26|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|0|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x0000000000E2641C|NULL
1405|568638|zzSHA24|P|SHA2|NULL|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|zzSHA24|1|0|N|Y|NULL|0|1|1|-1|H/WPS8WbfPs88MrCJgiRQjtmq6vAwDNnydLxT4uBHuI=|0|1|NULL|NULL|NULL|NULL|2015-08-05 05:27:35.913|NULL|NULL|297C3B6F-49A3-4557-9E1C-5EF719CF87B9|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|0|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x0000000000E2641D|NULL
1408|568645|Suyog05082015|P|SHA2|ImoXsN/bc9gKuWfhiBs/WKJ3frsFd/+iPngXGiO6Lqc=|0|0|C|1|C|NULL|Y|5|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|3|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|Suyog05082015|1|0|N|Y|NULL|1|1|1|-1|bIL4sjKgs0ez6WFJrYIfxPBH8uHR/Uk0cJ7JlMZzgoA=|0|6|NULL|NULL|NULL|NULL|2015-08-05 07:41:37.217|NULL|NULL|A7228A50-33AB-4D1F-ADAA-77F0DE568B35|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|0|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x0000000000E2641E|NULL
1409|568647|Suyog050815|A|SHA2|oOyZ4MAwrGaLf2wbjZFvX6EXjMoDzyFty5ViHGXTG18=|0|0|C|1|C|NULL|Y|5|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|3|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|Suyog050815|1|0|N|Y|NULL|1|1|1|-1|ZObegZxtXIWl+ilwZ8R+QP14TtGyNMaGBNvJu1N0B4w=|0|1|NULL|NULL|NULL|NULL|2015-08-05 07:42:54.317|NULL|NULL|46796693-715E-4E2E-BB30-5831D26DDE2B|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75F1|NULL
1410|568649|Suyog150508|P|SHA2|0/G1CXiQ6SbG5S0EJfo5I1H7cN1dLmAMSIm1Saw6mQU=|0|0|C|1|C|NULL|Y|5|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|3|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|Suyog150508|1|0|N|Y|NULL|1|1|1|-1|0/G1CXiQ6SbG5S0EJfo5I1H7cN1dLmAMSIm1Saw6mQU=|0|6|NULL|NULL|NULL|NULL|2015-08-05 07:45:13.907|NULL|NULL|56397609-04D1-4704-A16B-C85FF7A6431C|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|0|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x0000000000E2641F|NULL
1411|568651|SHA12|P|SHA2|JMVtO8PCpI/TFueo6ztdZW3/FecPbr995ikMKwKE6IU=|0|0|C|1|C|NULL|N|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|SHA12|1|0|N|Y|NULL|0|1|1|-1|JMVtO8PCpI/TFueo6ztdZW3/FecPbr995ikMKwKE6IU=|0|1|NULL|NULL|NULL|NULL|2015-08-05 08:50:19.223|NULL|NULL|7387E6C3-8666-495F-B174-674B29C2DF4B|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|0|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x0000000000E26420|NULL
1412|568654|z88SHA|A|SHA2|TcfXZxIVpFqTxkdnFqpo6hEmUcpEVxaJE7lEKuXaYw8=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|z88SHA|1|0|N|Y|-1|0|1|1|-1|TcfXZxIVpFqTxkdnFqpo6hEmUcpEVxaJE7lEKuXaYw8=|0|1|NULL|NULL|NULL|NULL|2015-08-06 04:45:56.610|NULL|NULL|733E0947-EBA3-4DE7-A77D-EC9552B3C94A|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|0|ECO|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75F4|NULL
1413|568661|Shree Technologies|A|SHA2|NYSMbSlTqyvET4YEWakZLwCpiwYhaBNLG2Nd9XsYR84=|0|1|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|Y|Y|N|N|N|L|Gray|Shree|1|0|N|Y|NULL|1|1|1|-1|+MmSNYHdZEEcsRCIH4yv6IyRzFnykGyNfo1E0gqSbIo=|0|1|NULL|NULL|NULL|NULL|2015-08-06 07:01:53.030|NULL|NULL|8E72AFAC-3410-43CC-8FA1-CFEB94EFB6BA|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|1|P|0|NULL|1|0|1|0|0|0|0x00000000006D75F5|NULL
1414|568668|NX16|A|SHA2|N0rj3sppo54k1kJXjWhUG2eJKdPcqIhv4337QGbne8g=|0|0|C|1|C|NULL|N|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|NX16|1|0|N|Y|NULL|0|1|1|-1|N0rj3sppo54k1kJXjWhUG2eJKdPcqIhv4337QGbne8g=|0|1|NULL|NULL|NULL|NULL|2015-08-06 09:07:50.333|NULL|NULL|D11D8246-2B34-4D40-B5CE-B411E80A447A|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75F6|NULL
1415|568670|NX17|A|SHA2|lVgkHWld8yDW64BkDlv6uPlyv/rdAxguI+RGzSpYvvI=|0|0|C|1|C|NULL|N|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|NX17|1|0|N|Y|NULL|0|1|1|-1|lVgkHWld8yDW64BkDlv6uPlyv/rdAxguI+RGzSpYvvI=|0|1|NULL|NULL|NULL|NULL|2015-08-06 09:15:26.840|NULL|NULL|62443B57-C5B6-4572-8E94-B80BA713A375|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75F7|NULL
1416|568672|nx18|A|SHA2|QqAIezGOgcXdnPPNZFekjFWdezH2sY1OOlNSCVu72ag=|0|0|C|1|C|NULL|N|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|nx18|1|0|N|Y|NULL|0|1|1|-1|QqAIezGOgcXdnPPNZFekjFWdezH2sY1OOlNSCVu72ag=|0|1|NULL|NULL|NULL|NULL|2015-08-06 09:19:15.200|NULL|NULL|68E8542F-05ED-471B-B5C7-A70DC43F7BA6|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75F8|NULL
1417|568772|DT10|A|SHA2|wLwxjzf3R2hNwHYxNvZZZlHvZLDfKQaS+1GsebO9leY=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|DT10|1|0|N|Y|NULL|1|1|1|-1|wLwxjzf3R2hNwHYxNvZZZlHvZLDfKQaS+1GsebO9leY=|0|1|NULL|NULL|NULL|NULL|2015-08-10 08:50:55.203|NULL|NULL|CDBCDA3C-6916-446E-981A-A9891FDA2C7C|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75F9|NULL
1418|568882|NX21|A|SHA2|+3Rc0ppQoI8gzICAL3GJ+suGCtj1GVTeFEG7j8a5+ZU=|0|0|C|1|C|NULL|N|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|NX21|1|0|N|Y|NULL|0|1|1|-1|+3Rc0ppQoI8gzICAL3GJ+suGCtj1GVTeFEG7j8a5+ZU=|0|1|NULL|NULL|NULL|NULL|2015-08-11 06:25:05.553|NULL|NULL|CD69B229-5266-4700-94FA-AFF00BE22289|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75FA|NULL
1419|568884|Nx22|A|SHA2|G3vHN3i8cUMI31wemh217rQKp0aA4mHKgnHg1DZC5Pw=|0|0|C|1|C|NULL|N|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|Nx22|1|0|N|Y|NULL|0|1|1|-1|G3vHN3i8cUMI31wemh217rQKp0aA4mHKgnHg1DZC5Pw=|0|1|NULL|NULL|NULL|NULL|2015-08-11 06:35:45.667|NULL|NULL|36615829-EC43-4CB5-8ED0-39649F046275|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75FB|NULL
1420|568886|Suyog120815|I|SHA2|mnL1SzR8C3fH36Qnl63eG29KVlNdyPuql3rYnj10RQs=|0|0|C|1|C|NULL|Y|5|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|3|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|Suyog120815|1|0|N|Y|NULL|1|1|1|-1|KUZf9dbzIfSUkFqAvPQTAWsfK1ykGoOQdrif3sRRLQI=|0|6|NULL|NULL|NULL|NULL|2015-08-12 07:39:17.397|NULL|NULL|3D66912B-921F-4EBE-B55D-06D13F00C59F|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|0|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75FC|NULL
1421|568888|Suyog150812|P|SHA2|kLPBLd6dRwOJAohhErruZn+Re57ijaQMHgBRwDmc+Pk=|0|0|C|1|C|NULL|Y|5|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|3|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|Suyog150812|1|0|N|Y|NULL|1|1|1|-1|8nTCKDslTuZe03kDdcoQXhwYTANEZ/7jNcJMdTk4Rw8=|0|6|NULL|NULL|NULL|NULL|2015-08-12 07:42:11.620|NULL|NULL|AD1FFBFB-AA5F-4FEA-BC99-DC438E02185E|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|0|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x0000000000E26421|NULL
1422|568890|Suyog151208|A|SHA2|ODZw6xBYd+YEH4EVPyXn9VKcHbfSSkOLIV6i2HmmK5g=|0|0|C|1|C|NULL|Y|5|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|3|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|Suyog151208|1|0|N|Y|NULL|1|1|1|-1|ODZw6xBYd+YEH4EVPyXn9VKcHbfSSkOLIV6i2HmmK5g=|0|6|NULL|NULL|NULL|NULL|2015-08-12 07:52:38.570|NULL|NULL|37B29CC2-0DCE-471D-B76E-0293248F9671|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75FE|NULL
1423|584819|jjjj|A|SHA2|Asqx0QB7WB1GeAJVBfI477SxU1FnoWPfMOMw8hh5TFM=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|jjjj|1|0|N|Y|NULL|1|1|1|-1|Asqx0QB7WB1GeAJVBfI477SxU1FnoWPfMOMw8hh5TFM=|0|1|NULL|NULL|NULL|NULL|2015-08-19 13:16:12.240|NULL|NULL|3885C5C7-934D-4A93-AB73-7010B1DFE49C|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D75FF|NULL
1424|584823|EmailTest22|A|SHA2|paTv/70aInzLvS8vP6i4xGW22zGnYg/teKv3MKpAoTc=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|EmailTest22|1|0|N|Y|NULL|1|1|1|-1|paTv/70aInzLvS8vP6i4xGW22zGnYg/teKv3MKpAoTc=|0|1|NULL|NULL|NULL|NULL|2015-08-21 07:14:04.800|NULL|NULL|83A1D737-4757-4531-8615-CEF8BC139EED|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7601|NULL
1425|584835|EmailTest23|A|SHA2|99xmuV8jEse74lMlyPObUDeRXCN8+71qa0T4Y0Yl764=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|EmailTest23|1|0|N|Y|NULL|1|1|1|-1|99xmuV8jEse74lMlyPObUDeRXCN8+71qa0T4Y0Yl764=|0|1|NULL|NULL|NULL|NULL|2015-08-25 11:06:20.987|NULL|NULL|2D96CFCB-C8CE-415B-91AB-ACDAC99458A5|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7602|NULL
1426|584837|EmailTest23D|A|SHA2|qbEGNc2nrwVN8YmFKyO1OFtfevQQd6wfwoTH8iGPCSI=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|EmailTest23D|1|0|N|Y|NULL|1|1|1|-1|qbEGNc2nrwVN8YmFKyO1OFtfevQQd6wfwoTH8iGPCSI=|0|1|NULL|NULL|NULL|NULL|2015-08-25 11:07:17.987|NULL|NULL|2692309E-6572-48CB-A570-D227FC43FC8B|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7603|NULL
1427|584850|JKK1|A|SHA2|szmRh3T5W2f3/+CiO517Yg0PIvXkhGTDBx60ok1f1tA=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|JKK1|1|0|N|Y|NULL|1|1|1|-1|szmRh3T5W2f3/+CiO517Yg0PIvXkhGTDBx60ok1f1tA=|0|1|NULL|NULL|NULL|NULL|2015-08-26 07:50:44.490|NULL|NULL|F625A7BD-7AAD-4DB0-97A4-823DF44B4C4F|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7604|NULL
1428|584853|JKK2|A|SHA2|auaNZ7u77QXP23brpppRliHOAF4m9DCVih7477b8aCo=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|JKK2|1|0|N|Y|NULL|1|1|1|-1|auaNZ7u77QXP23brpppRliHOAF4m9DCVih7477b8aCo=|0|1|NULL|NULL|NULL|NULL|2015-08-26 07:56:09.450|NULL|NULL|4933781D-3C32-471E-8140-15A924F1AE6C|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7605|NULL
1429|584869|JKK4|A|SHA2|f8r3b3Jmmq84OxDwTv2dYZYTtymbRZS9d/vg6vmwo1A=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|JKK4|1|0|N|Y|NULL|1|1|1|-1|f8r3b3Jmmq84OxDwTv2dYZYTtymbRZS9d/vg6vmwo1A=|0|1|NULL|NULL|NULL|NULL|2015-08-27 06:53:16.297|NULL|NULL|A1A30DF3-5C02-4A5C-B11B-2C823AD98444|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7606|NULL
1430|584873|TestRegisterUser|A|SHA2|vMWK/y52LWdJB3DXCKALYFIx1tzZ8nMWF1cFZTmnJxc=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|N|-1|Y|N|3|D |UserSpecfiedPass|NULL|N|2|8|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|TestRegisterUser|1|0|N|Y|-1|1|1|1|-1|vMWK/y52LWdJB3DXCKALYFIx1tzZ8nMWF1cFZTmnJxc=|0|1|NULL|NULL|NULL|NULL|2015-08-27 07:11:43.337|NULL|NULL|86A01465-D322-4FBA-95CF-696F05DF2091|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7607|NULL
